Unit Id,Institution name,,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
106263,University of Arkansas for Medical Sciences,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
106397,University of Arkansas,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
106397,University of Arkansas,Number of applicants,18732,21715,21539,20542,18984,18908,16749,16633,14019,12035,12045,10135,8443,6041,5819,5491,5017
106397,University of Arkansas,Number admitted,14512,14324,13613,12337,11777,11076,10630,10129,8468,6751,6945,6262,5770,5283,4567,4661,4320
106397,University of Arkansas,Number admitted who enrolled,5008,5066,4967,4915,4571,4339,4574,4447,3810,2919,3011,2899,2784,2752,2514,2357,2251
106397,University of Arkansas,Percent of applicants admitted,77.5%,66.0%,63.2%,60.1%,62.0%,58.6%,63.5%,60.9%,60.4%,56.1%,57.7%,61.8%,68.3%,87.5%,78.5%,84.9%,86.1%
106397,University of Arkansas,Percent of admitted who enrolled,34.5%,35.4%,36.5%,39.8%,38.8%,39.2%,43.0%,43.9%,45.0%,43.2%,43.4%,46.3%,48.2%,52.1%,55.0%,50.6%,52.1%
106412,University of Arkansas at Pine Bluff,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2004,Fall 2003,Fall 2002,Fall 2001
106412,University of Arkansas at Pine Bluff,Number of applicants,5508,4393,6353,4452,3508,4094,4543,4589,4988,4792,2616,2169,1933,1701,1744,1673,1631
106412,University of Arkansas at Pine Bluff,Number admitted,2443,2051,2664,2055,1357,1134,1489,1348,1505,1568,1527,1394,1227,1506,1114,1178,1173
106412,University of Arkansas at Pine Bluff,Number admitted who enrolled,568,514,772,684,496,568,575,677,802,979,981,819,724,699,746,726,709
106412,University of Arkansas at Pine Bluff,Percent of applicants admitted,44.4%,46.7%,41.9%,46.2%,38.7%,27.7%,32.8%,29.4%,30.2%,32.7%,58.4%,64.3%,63.5%,88.5%,63.9%,70.4%,71.9%
106412,University of Arkansas at Pine Bluff,Percent of admitted who enrolled,23.3%,25.1%,29.0%,33.3%,36.6%,50.1%,38.6%,50.2%,53.3%,62.4%,64.2%,58.8%,59.0%,46.4%,67.0%,61.6%,60.4%
106458,Arkansas State University-Main Campus,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
106458,Arkansas State University-Main Campus,Number of applicants,5253,5683,5655,5346,5086,4838,5289,4806,4472,4053,4235,3298,3556,3488,3171,3088,2823
106458,Arkansas State University-Main Campus,Number admitted,4056,3752,3981,3755,3682,3653,3732,3040,3021,3122,3305,2633,2627,2259,2029,2039,2051
106458,Arkansas State University-Main Campus,Number admitted who enrolled,1565,1427,1644,1577,1698,1619,1671,1562,1716,1725,1902,1733,1733,1584,1378,1525,1632
106458,Arkansas State University-Main Campus,Percent of applicants admitted,77.2%,66.0%,70.4%,70.2%,72.4%,75.5%,70.6%,63.3%,67.6%,77.0%,78.0%,79.8%,73.9%,64.8%,64.0%,66.0%,72.7%
106458,Arkansas State University-Main Campus,Percent of admitted who enrolled,38.6%,38.0%,41.3%,42.0%,46.1%,44.3%,44.8%,51.4%,56.8%,55.3%,57.5%,65.8%,66.0%,70.1%,67.9%,74.8%,79.6%
106467,Arkansas Tech University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
106467,Arkansas Tech University,Number of applicants,5122,5006,5232,4619,4162,3847,3857,3741,3621,3304,2959,2808,3680,3459,3002,2854,2691
106467,Arkansas Tech University,Number admitted,4622,4743,3344,4116,3590,3271,3394,3380,3291,3095,2732,2556,1635,1673,1595,1547,1396
106467,Arkansas Tech University,Number admitted who enrolled,1722,1846,1892,2013,1946,1755,1788,1859,1825,1841,1545,1618,1510,1529,1460,1508,1205
106467,Arkansas Tech University,Percent of applicants admitted,90.2%,94.7%,63.9%,89.1%,86.3%,85.0%,88.0%,90.4%,90.9%,93.7%,92.3%,91.0%,44.4%,48.4%,53.1%,54.2%,51.9%
106467,Arkansas Tech University,Percent of admitted who enrolled,37.3%,38.9%,56.6%,48.9%,54.2%,53.7%,52.7%,55.0%,55.5%,59.5%,56.6%,63.3%,92.4%,91.4%,91.5%,97.5%,86.3%
106485,University of Arkansas at Monticello,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
106485,University of Arkansas at Monticello,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
106485,University of Arkansas at Monticello,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
106485,University of Arkansas at Monticello,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
106485,University of Arkansas at Monticello,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
106485,University of Arkansas at Monticello,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
106704,University of Central Arkansas,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
106704,University of Central Arkansas,Number of applicants,5541,5362,4922,5063,5160,3659,3370,3759,3821,5848,5780,6015,6151,5830,5342,5655,4447
106704,University of Central Arkansas,Number admitted,5048,4823,4419,4667,4864,3292,3131,3418,3595,3394,2811,3262,3374,3966,3654,3979,3015
106704,University of Central Arkansas,Number admitted who enrolled,2033,1937,1880,2044,2232,2157,1960,1847,1777,2111,1793,2371,2377,2503,2237,2428,1787
106704,University of Central Arkansas,Percent of applicants admitted,91.1%,89.9%,89.8%,92.2%,94.3%,90.0%,92.9%,90.9%,94.1%,58.0%,48.6%,54.2%,54.9%,68.0%,68.4%,70.4%,67.8%
106704,University of Central Arkansas,Percent of admitted who enrolled,40.3%,40.2%,42.5%,43.8%,45.9%,65.5%,62.6%,54.0%,49.4%,62.2%,63.8%,72.7%,70.5%,63.1%,61.2%,61.0%,59.3%
107071,Henderson State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2011,Fall 2010,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
107071,Henderson State University,Number of applicants,2856,2367,4072,3786,3571,3350,3222,3410,3239,2361,2425,2241,2020,1996,1878,2048,1697
107071,Henderson State University,Number admitted,2586,1886,2692,2398,2242,2084,1981,2008,2027,739,1595,1344,1206,1223,1189,1540,1166
107071,Henderson State University,Number admitted who enrolled,853,617,746,770,774,704,826,827,817,739,803,496,577,455,412,631,658
107071,Henderson State University,Percent of applicants admitted,90.5%,79.7%,66.1%,63.3%,62.8%,62.2%,61.5%,58.9%,62.6%,31.3%,65.8%,60.0%,59.7%,61.3%,63.3%,75.2%,68.7%
107071,Henderson State University,Percent of admitted who enrolled,33.0%,32.7%,27.7%,32.1%,34.5%,33.8%,41.7%,41.2%,40.3%,100.0%,50.3%,36.9%,47.8%,37.2%,34.7%,41.0%,56.4%
107983,Southern Arkansas University Main Campus,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2002,Fall 2001
107983,Southern Arkansas University Main Campus,Number of applicants,3552,3604,3460,2875,2502,2720,2631,2499,2392,2024,1921,1657,1417,1356,1492,1258,1167
107983,Southern Arkansas University Main Campus,Number admitted,2443,2503,2392,1940,1787,1654,1699,1671,1591,1493,1397,1211,1416,1107,1202,1023,1157
107983,Southern Arkansas University Main Campus,Number admitted who enrolled,900,870,854,797,718,663,599,646,645,619,626,538,590,572,651,567,581
107983,Southern Arkansas University Main Campus,Percent of applicants admitted,68.8%,69.5%,69.1%,67.5%,71.4%,60.8%,64.6%,66.9%,66.5%,73.8%,72.7%,73.1%,99.9%,81.6%,80.6%,81.3%,99.1%
107983,Southern Arkansas University Main Campus,Percent of admitted who enrolled,36.8%,34.8%,35.7%,41.1%,40.2%,40.1%,35.3%,38.7%,40.5%,41.5%,44.8%,44.4%,41.7%,51.7%,54.2%,55.4%,50.2%
108092,University of Arkansas-Fort Smith,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,N/A,N/A,N/A
108092,University of Arkansas-Fort Smith,Number of applicants,-,-,-,3571,4001,3905,4126,4002,3884,3332,3291,2776,2646,2691,-,-,0
108092,University of Arkansas-Fort Smith,Number admitted,-,-,-,1993,2252,2240,2242,2237,2274,2045,2029,1849,1412,1682,-,-,0
108092,University of Arkansas-Fort Smith,Number admitted who enrolled,-,-,-,1084,1188,1343,1358,1357,1422,1306,1282,1168,1201,1278,-,-,0
108092,University of Arkansas-Fort Smith,Percent of applicants admitted,-,-,-,55.8%,56.3%,57.4%,54.3%,55.9%,58.5%,61.4%,61.7%,66.6%,53.4%,62.5%,-,-,0
108092,University of Arkansas-Fort Smith,Percent of admitted who enrolled,-,-,-,54.4%,52.8%,60.0%,60.6%,60.7%,62.5%,63.9%,63.2%,63.2%,85.1%,76.0%,-,-,0
108232,Academy of Art University,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108232,Academy of Art University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
108232,Academy of Art University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
108232,Academy of Art University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
108232,Academy of Art University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
108232,Academy of Art University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109350,Antelope Valley College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109350,Antelope Valley College,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109350,Antelope Valley College,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109350,Antelope Valley College,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109350,Antelope Valley College,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109350,Antelope Valley College,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109819,Bakersfield College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109819,Bakersfield College,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109819,Bakersfield College,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109819,Bakersfield College,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109819,Bakersfield College,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
109819,Bakersfield College,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
110219,Bryan University,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2006,Fall 2005,Fall 2004,Fall 2002,Fall 2001
110219,Bryan University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,99,13,18,29,8
110219,Bryan University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,99,13,18,29,8
110219,Bryan University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,99,13,18,27,8
110219,Bryan University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,100.0%,100.0%,100.0%,100.0%,100.0%
110219,Bryan University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,100.0%,100.0%,100.0%,93.1%,100.0%
110398,University of California-Hastings College of Law,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110398,University of California-Hastings College of Law,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
110398,University of California-Hastings College of Law,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
110398,University of California-Hastings College of Law,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
110398,University of California-Hastings College of Law,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
110398,University of California-Hastings College of Law,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
110422,California Polytechnic State University-San Luis Obispo,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110422,California Polytechnic State University-San Luis Obispo,Number of applicants,54663,48588,48162,46820,43812,36941,33003,33627,31489,33270,30176,26724,24284,22553,21794,19737,18886
110422,California Polytechnic State University-San Luis Obispo,Number admitted,16491,16817,14202,14651,13533,11537,12342,10942,11737,11091,13520,12453,4209,3242,3465,3012,3666
110422,California Polytechnic State University-San Luis Obispo,Number admitted who enrolled,4398,5253,4341,4943,4662,3635,4254,3463,3847,3438,4369,3668,3638,2931,3051,2601,3003
110422,California Polytechnic State University-San Luis Obispo,Percent of applicants admitted,30.2%,34.6%,29.5%,31.3%,30.9%,31.2%,37.4%,32.5%,37.3%,33.3%,44.8%,46.6%,17.3%,14.4%,15.9%,15.3%,19.4%
110422,California Polytechnic State University-San Luis Obispo,Percent of admitted who enrolled,26.7%,31.2%,30.6%,33.7%,34.4%,31.5%,34.5%,31.6%,32.8%,31.0%,32.3%,29.5%,86.4%,90.4%,88.1%,86.4%,81.9%
110468,Alliant International University-San Diego,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2005,Fall 2004,Fall 2003,Fall 2002
110468,Alliant International University-San Diego,Number of applicants,11,40,57,71,166,128,9,-,-,-,-,-,-,380,373,465,422
110468,Alliant International University-San Diego,Number admitted,11,32,42,65,64,63,4,-,-,-,-,-,-,110,168,224,204
110468,Alliant International University-San Diego,Number admitted who enrolled,1,9,10,11,16,28,4,-,-,-,-,-,-,21,41,57,72
110468,Alliant International University-San Diego,Percent of applicants admitted,100.0%,80.0%,73.7%,91.5%,38.6%,49.2%,44.4%,-,-,-,-,-,-,28.9%,45.0%,48.2%,48.3%
110468,Alliant International University-San Diego,Percent of admitted who enrolled,9.1%,28.1%,23.8%,16.9%,25.0%,44.4%,100.0%,-,-,-,-,-,-,19.1%,24.4%,25.4%,35.3%
110486,California State University-Bakersfield,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110486,California State University-Bakersfield,Number of applicants,11455,8882,8487,8432,7662,6630,5864,5301,4353,5090,4925,4295,5147,4392,3323,2380,1926
110486,California State University-Bakersfield,Number admitted,2637,5429,5756,5797,5409,4393,3926,3513,3111,3097,2353,2373,2886,2154,1950,1441,1222
110486,California State University-Bakersfield,Number admitted who enrolled,1494,1436,1362,1464,1425,1328,1229,1035,1063,925,869,873,784,768,751,703,629
110486,California State University-Bakersfield,Percent of applicants admitted,23.0%,61.1%,67.8%,68.8%,70.6%,66.3%,67.0%,66.3%,71.5%,60.8%,47.8%,55.3%,56.1%,49.0%,58.7%,60.5%,63.4%
110486,California State University-Bakersfield,Percent of admitted who enrolled,56.7%,26.5%,23.7%,25.3%,26.3%,30.2%,31.3%,29.5%,34.2%,29.9%,36.9%,36.8%,27.2%,35.7%,38.5%,48.8%,51.5%
110495,California State University-Stanislaus,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110495,California State University-Stanislaus,Number of applicants,7674,8069,7618,7081,6269,5763,5387,4896,4421,4751,4690,4387,4303,3538,2785,2297,1903
110495,California State University-Stanislaus,Number admitted,6586,6218,5663,5001,4559,4158,4128,1643,1618,3125,3061,2799,2782,2052,1759,1539,1300
110495,California State University-Stanislaus,Number admitted who enrolled,1570,1421,1389,1270,1232,1109,1251,1029,966,965,987,946,870,747,672,615,587
110495,California State University-Stanislaus,Percent of applicants admitted,85.8%,77.1%,74.3%,70.6%,72.7%,72.1%,76.6%,33.6%,36.6%,65.8%,65.3%,63.8%,64.7%,58.0%,63.2%,67.0%,68.3%
110495,California State University-Stanislaus,Percent of admitted who enrolled,23.8%,22.9%,24.5%,25.4%,27.0%,26.7%,30.3%,62.6%,59.7%,30.9%,32.2%,33.8%,31.3%,36.4%,38.2%,40.0%,45.2%
110510,California State University-San Bernardino,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110510,California State University-San Bernardino,Number of applicants,16045,15637,15740,13804,12955,12239,10915,10731,9958,10618,9990,9428,9502,7830,6309,5079,4475
110510,California State University-San Bernardino,Number admitted,8798,8934,9152,8916,10940,7137,6352,2045,2325,2557,6106,5861,5810,4966,3948,3496,3144
110510,California State University-San Bernardino,Number admitted who enrolled,2682,2517,2791,3005,2724,2448,2131,1773,2017,1968,1722,1845,1707,1635,1383,1196,1317
110510,California State University-San Bernardino,Percent of applicants admitted,54.8%,57.1%,58.1%,64.6%,84.4%,58.3%,58.2%,19.1%,23.3%,24.1%,61.1%,62.2%,61.1%,63.4%,62.6%,68.8%,70.3%
110510,California State University-San Bernardino,Percent of admitted who enrolled,30.5%,28.2%,30.5%,33.7%,24.9%,34.3%,33.5%,86.7%,86.8%,77.0%,28.2%,31.5%,29.4%,32.9%,35.0%,34.2%,41.9%
110529,California State Polytechnic University-Pomona,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110529,California State Polytechnic University-Pomona,Number of applicants,36662,34911,32920,33855,32803,28143,23946,23388,20759,24530,21836,19920,17240,14937,13260,12021,11060
110529,California State Polytechnic University-Pomona,Number admitted,20220,19225,19474,13307,17016,14686,13191,10442,12731,12952,15021,14333,12145,2537,3903,4254,7379
110529,California State Polytechnic University-Pomona,Number admitted who enrolled,3863,3786,4204,2707,3658,3120,3249,2019,2913,2640,3610,3332,3254,2204,2698,2803,2542
110529,California State Polytechnic University-Pomona,Percent of applicants admitted,55.2%,55.1%,59.2%,39.3%,51.9%,52.2%,55.1%,44.6%,61.3%,52.8%,68.8%,72.0%,70.4%,17.0%,29.4%,35.4%,66.7%
110529,California State Polytechnic University-Pomona,Percent of admitted who enrolled,19.1%,19.7%,21.6%,20.3%,21.5%,21.2%,24.6%,19.3%,22.9%,20.4%,24.0%,23.2%,26.8%,86.9%,69.1%,65.9%,34.4%
110538,California State University-Chico,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110538,California State University-Chico,Number of applicants,23964,23305,23591,22760,21495,17215,15253,14361,13885,16442,16102,13383,13567,11767,10030,9242,8621
110538,California State University-Chico,Number admitted,15639,15796,15393,14441,15252,12327,11285,8935,11298,13166,13077,11506,10874,8561,6718,6670,7143
110538,California State University-Chico,Number admitted who enrolled,2725,2805,2762,2699,2945,2714,2429,1900,2505,2765,2771,2477,2335,2234,2001,2037,2141
110538,California State University-Chico,Percent of applicants admitted,65.3%,67.8%,65.2%,63.4%,71.0%,71.6%,74.0%,62.2%,81.4%,80.1%,81.2%,86.0%,80.2%,72.8%,67.0%,72.2%,82.9%
110538,California State University-Chico,Percent of admitted who enrolled,17.4%,17.8%,17.9%,18.7%,19.3%,22.0%,21.5%,21.3%,22.2%,21.0%,21.2%,21.5%,21.5%,26.1%,29.8%,30.5%,30.0%
110547,California State University-Dominguez Hills,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110547,California State University-Dominguez Hills,Number of applicants,20235,17385,16642,16018,15802,14742,13808,12081,9728,11055,10234,9698,9456,8144,6281,5580,4307
110547,California State University-Dominguez Hills,Number admitted,12939,9333,7974,8452,6691,8472,7337,6999,5737,5499,1236,1329,1055,1036,928,839,698
110547,California State University-Dominguez Hills,Number admitted who enrolled,2047,1678,1299,1305,1342,1214,1173,1037,1135,950,995,1058,808,777,697,672,598
110547,California State University-Dominguez Hills,Percent of applicants admitted,63.9%,53.7%,47.9%,52.8%,42.3%,57.5%,53.1%,57.9%,59.0%,49.7%,12.1%,13.7%,11.2%,12.7%,14.8%,15.0%,16.2%
110547,California State University-Dominguez Hills,Percent of admitted who enrolled,15.8%,18.0%,16.3%,15.4%,20.1%,14.3%,16.0%,14.8%,19.8%,17.3%,80.5%,79.6%,76.6%,75.0%,75.1%,80.1%,85.7%
110556,California State University-Fresno,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
110556,California State University-Fresno,Number of applicants,18476,17920,18735,19938,18964,16242,15482,14559,14025,14537,13451,13530,13252,11348,10401,9063,7330
110556,California State University-Fresno,Number admitted,10630,10646,10031,10406,11265,9444,9352,8140,10090,10196,9252,9260,8652,7102,7249,5977,4634
110556,California State University-Fresno,Number admitted who enrolled,3574,3446,3302,3672,3533,3139,2925,2700,2764,2823,2644,2612,2447,2329,2616,2311,2000
110556,California State University-Fresno,Percent of applicants admitted,57.5%,59.4%,53.5%,52.2%,59.4%,58.1%,60.4%,55.9%,71.9%,70.1%,68.8%,68.4%,65.3%,62.6%,69.7%,65.9%,63.2%
110556,California State University-Fresno,Percent of admitted who enrolled,33.6%,32.4%,32.9%,35.3%,31.4%,33.2%,31.3%,33.2%,27.4%,27.7%,28.6%,28.2%,28.3%,32.8%,36.1%,38.7%,43.2%
110565,California State University-Fullerton,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
